8.875	67959.81801608019	-1338.288260421803
9.0	68427.65266360593	467.8346475257422
9.125	68906.10655909382	478.45389548789535
9.25	68850.84471489498	-55.26184419884521
9.375	68425.87788672082	-424.9668281741615
9.5	68656.78949040158	230.91160368076817
9.625	69747.96228097347	1091.1727905718872
9.75	71275.52849053049	1527.566209557015
9.875	72673.94160514939	1398.413114618903
10.0	73343.41550999634	669.4739048469492
10.125	73949.61460011016	606.1990901138197
10.25	74757.75629867509	808.1416985649266
10.375	75506.14765309995	748.3913544248644
10.5	75388.43932282418	-117.70833027576737
10.625	75006.44701701758	-381.99230580660515
10.75	73994.8707833988	-1011.5762336187763
10.875	72521.48495468739	-1473.3858287114126
11.0	70567.67769093114	-1953.8072637562436
11.125	68713.20033533376	-1854.4773555973807
11.25	67030.30061103753	-1682.899724296236
11.375	65879.79322150935	-1150.507389528182
11.5	65391.27829295934	-488.51492855000834
11.625	65357.28723755431	-33.99105540502933
11.75	64446.17007036177	-911.1171671925404
11.875	65421.57255117901	975.4024808172398
12.0	66520.81994807087	1099.247396891864
12.125	68218.1821237178	1697.362175646922
12.25	69493.78389993726	1275.6017762194679
12.375	69884.76881839774	390.98491846048273
12.5	69845.54149974638	-39.22731865136302
12.625	69225.77042324413	-619.7710765022493
12.75	65368.39532466816	-3857.375098575969
12.875	56302.621923999104	-9065.773400669059
13.0	42804.87837509457	-13497.743548904531
13.125	37530.737274603205	-5274.141100491368
13.25	36182.959658398875	-1347.7776162043301
13.375	35682.032962280166	-500.9266961187095
13.5	35621.117286344896	-60.915675935269974
13.625	35538.681759797895	-82.43552654700034
13.75	34820.983197157584	-717.6985626403111
13.875	34112.26764407137	-708.7155530862146
14.0	33560.66440133257	-551.6032427387981
14.125	33669.7282923958	109.06389106322604
14.25	33698.81086573469	29.08257333889196
14.375	33048.475013043106	-650.3358526915836
14.5	32211.558115421176	-836.9168976219298
14.625	31855.06940879566	-356.48870662551417
14.75	31322.269700446817	-532.7997083488444
14.875	30702.749061319977	-619.5206391268403
15.0	30413.289440789144	-289.4596205308335
15.125	29778.0645536995	-635.2248870896437
15.25	28987.071476225938	-790.9930774735622
15.375	28807.186062628978	-179.88541359695955
15.5	28659.27331238567	-147.91275024330753
15.625	28576.081624000937	-83.19168838473342
